Label,Score,Business_ID,Cuisine_Type,Number_of_Reviews,Rating
1,0.01330082,F76RYME8VeIIJDkVCOe0rg,Mexican,197,2.5
1,0.01330082,F76RYME8VeIIJDkVCOe0rg,Mexican,197,2.5
0,0.004245067,LYp3izplqg0x-h9CBlb-MQ,Chinese,202,2.5
0,0.004245067,LYp3izplqg0x-h9CBlb-MQ,Chinese,202,2.5
0,0.004279641,inp9N7bo9zqQSa8h8UBhqg,Chinese,207,2.5
0,0.004279641,inp9N7bo9zqQSa8h8UBhqg,Chinese,207,2.5
1,0.019074975,gNDdRSWiuxdulA-Ajx6zCQ,France,244,2.5
1,0.019074975,gNDdRSWiuxdulA-Ajx6zCQ,France,244,2.5
1,0.014529734,FIauc3AaAeDR9u4gMtKmRQ,Mexican,252,2.5
1,0.014529734,FIauc3AaAeDR9u4gMtKmRQ,Mexican,252,2.5
1,0.015718397,441p9X0RMR4epB_yOHs73A,Mexican,301,2.5
1,0.015718397,441p9X0RMR4epB_yOHs73A,Mexican,301,2.5
1,0.015972495,iV4Qm5DnGChgrnbYG20ASw,Mexican,311,2.5
1,0.015972495,iV4Qm5DnGChgrnbYG20ASw,Mexican,311,2.5
1,0.022375111,jrXu38IeCFhHAgR8tI7exg,France,344,2.5
1,0.022375111,jrXu38IeCFhHAgR8tI7exg,France,344,2.5
0,0.010350333,0zxGc7hit7mFSk2o1PvIdQ,Italian,397,2.5
0,0.010350333,0zxGc7hit7mFSk2o1PvIdQ,Italian,397,2.5
0,0.006263806,wobICp6lQP7Y6dfnJ_4Ujw,Chinese,442,2.5
0,0.006263806,wobICp6lQP7Y6dfnJ_4Ujw,Chinese,442,2.5
1,0.019919677,zBORlLYwMqqJ_GOX6K31mw,Mexican,449,2.5
1,0.019919677,zBORlLYwMqqJ_GOX6K31mw,Mexican,449,2.5
0,0.010056156,l7RpTuovYPl2GsJiopIaBg,Korean,557,2.5
0,0.010056156,l7RpTuovYPl2GsJiopIaBg,Korean,557,2.5
1,0.02619439,TYVIfbcJ3YT4CP1roKMshg,Mexican,621,2.5
1,0.02619439,TYVIfbcJ3YT4CP1roKMshg,Mexican,621,2.5
1,0.0313241,POGfmcCkuLpkP_Vz98DuwQ,Mexican,734,2.5
1,0.0313241,POGfmcCkuLpkP_Vz98DuwQ,Mexican,734,2.5
1,0.016635263,3GYAtJo-YgEQpFDQBX0dJg,Korean,870,2.5
1,0.016635263,3GYAtJo-YgEQpFDQBX0dJg,Korean,870,2.5
1,0.041334052,r5SR5vNnCQDkfc6MWFnFDg,American,2,3
1,0.054473981,#NAME?,Mexican,2,3
1,0.071479589,x48WbbXrNHwWnq3ubpoPIw,France,2,3
1,0.071479589,hhtFYKZtkQuJcLesgoqaFw,France,2,3
1,0.071479589,sdj6mg6AifFpTFfh-vUT_w,France,2,3
1,0.041334052,r5SR5vNnCQDkfc6MWFnFDg,American,2,3
1,0.071479589,x48WbbXrNHwWnq3ubpoPIw,France,2,3
1,0.071479589,hhtFYKZtkQuJcLesgoqaFw,France,2,3
1,0.071479589,sdj6mg6AifFpTFfh-vUT_w,France,2,3
1,0.054473981,#NAME?,Mexican,2,3
1,0.054557938,r3bwyyc48GoqIFYLd4gOXw,Mexican,3,3
1,0.054557938,k5BZq7XdRFr4xMbZMMGxxg,Mexican,3,3
1,0.054557938,r3bwyyc48GoqIFYLd4gOXw,Mexican,3,3
1,0.054557938,k5BZq7XdRFr4xMbZMMGxxg,Mexican,3,3
1,0.017808475,dfm69NWJMqvLbQBKlaFd7w,Chinese,4,3
1,0.023654273,tObU6_Ey12p-lgVUxxqZeA,Korean,4,3
1,0.023691919,1Knb-4wuDE_R72HQRKqTmw,Korean,5,3
1,0.023691919,GazJ5_JArwtAacygzxqDIQ,Korean,5,3
1,0.023691919,xbzUfm4PjqyKMg1eZTLo6A,Korean,5,3
1,0.071804725,AmUXm4P4WX3TQVQhm5WbCg,France,5,3
1,0.017865581,MJwyoXJrN7UmqWcWQ5rG1w,Chinese,6,3
1,0.054810647,difsr3Yw5VVY0FyIu6Un4g,Mexican,6,3
1,0.023729647,tnn92SIYTluYUo-0MN9kyg,Korean,6,3
1,0.017894184,DMD9T2qmLopzy0JjQYtCag,Chinese,7,3
1,0.054895144,sIp3HkLUmGjH86GP6NePbQ,Mexican,7,3
1,0.01792285,SduYUnNnuA93MVg4FrIguA,Chinese,8,3
1,0.054979715,c9WMDOqwUnIPixtFDK4YLg,Mexican,8,3
1,0.054979715,C5lP--2smxLLB9UCmoq5eQ,Mexican,8,3
1,0.023805259,uzB0NlKpOzspK3RV9Eitww,Korean,8,3
1,0.017951543,QZY3xdZvrhfBLPRVr6ryiQ,Chinese,9,3
1,0.023843139,IjvQ_PAW6mW4M76OSa_kiw,Korean,9,3
1,0.023843139,NbZk-8yng4DgoNZ1JxySyg,Korean,9,3
1,0.023881104,iOP5--ysHdx8tllieeSsig,Korean,10,3
1,0.072349563,pVvAgg0iN1NaKPtLCs1itA,France,10,3
1,0.023919126,xvwMpXn_pydebXYGmlLCug,Korean,11,3
1,0.018037928,AjZ9hwJRu77jgWIrnhsGcg,Chinese,12,3
1,0.018037928,w0KRT7v9_hsVkcRVMsD2Jg,Chinese,12,3
1,0.018037928,zqi2taRgN5VzkEMQGOMQHg,Chinese,12,3
1,0.055319324,jHd7KHMvpI53bZyL9UGTug,Mexican,12,3
1,0.055404555,_MwxN8ai-KUfLIG7_cPCUg,Mexican,13,3
1,0.01812472,2dmgtQTFM7koKllEQsZmhQ,Chinese,15,3
1,0.01812472,31Pd-W_2Iw3D0PF2F2EStA,Chinese,15,3
1,0.018153731,iCjntZ9WI6Vl_onP_JqZPA,Chinese,16,3
1,0.024110056,8Fij9sx69MUc5iQl-5PzMw,Korean,16,3
1,0.024110056,Yv2W9NMGgLiFHjatC-oHag,Korean,16,3
1,0.0730085,LFGwmfwaQ_l5t2T-5Lr-cQ,France,16,3
1,0.018182805,Sqp7ukA0qpGcqWbDgMSOCA,Chinese,17,3
1,0.018211907,L6fT2SWSRlwBEc3jWqV2Ig,Chinese,18,3
1,0.018211907,R1eZIyH8dOECfqUGGcANdQ,Chinese,18,3
1,0.055832494,Ly8h1NpCnjKJCRnaR1E21g,Mexican,18,3
1,0.01824107,XbQNANeO1E4-yanLZHgCmw,Chinese,19,3
1,0.01824107,I1FoaHcmLe8CaDjGtKz2CQ,Chinese,19,3
1,0.018270263,lFw3pv2MQ588kSfWodSIAQ,Chinese,20,3
1,0.024263902,#NAME?,Korean,20,3
1,0.01829952,A-lyq8aHJW71KiExULLC2A,Chinese,21,3
1,0.073672898,WliNyrBWwqthsiaFmcGX4A,France,22,3
1,0.073672898,8f7HdnOddS6VB59UePAu-w,France,22,3
1,0.056263532,0KeuqyRSUAYLwMI-3ZAZJw,Mexican,23,3
1,0.07378421,h5TLgzyZAgEZKKuQZl0sag,France,23,3
1,0.018416973,5KDfEi17KRFD1TrzZyT4lQ,Chinese,25,3
1,0.056436814,TmVOi5Kl6OGXGPj8cn1XyQ,Mexican,25,3
1,0.024457516,5NyOV1yaipv9FpiHRriDwg,Korean,25,3
1,0.024457516,0baScKxfNaEquegQ5uUBuQ,Korean,25,3
1,0.056610595,MFtGKvIYMKmJyXaz7IrMTQ,Mexican,27,3
1,0.056610595,v9T2kTz50v8lAFTXYVyf6w,Mexican,27,3
1,0.018505555,xDOwMgEWuoC19_IEQR-YmA,Chinese,28,3
1,0.018505555,u5dmxko_LFYw0sAvIA8qNA,Chinese,28,3
1,0.018594554,_PJ_XVxkiStr04GkpWXSVA,Chinese,31,3
1,0.043247581,h7zYnCeSzTc15uU4J85NwA,American,31,3
1,0.032721907,h7zYnCeSzTc15uU4J85NwA,Italian,31,3
1,0.018624302,JjSrwEPSCKABNqbpWArKWg,Chinese,32,3
1,0.024731135,ptWTdgSzSpH-0LD24QIH-w,Korean,32,3
1,0.018654115,Yo6D3B8TP_xdN1yaoNc0Ww,Chinese,33,3
1,0.018654115,ERFZd5sYGBrKQwqRKWwTQA,Chinese,33,3
1,0.032876991,4N-M8lplRLSTGveJO6OB2A,Italian,34,3
1,0.024809858,W4kEumlnaIvOEKaRYMjJSA,Korean,34,3
1,0.018713864,ECKMWJwm_sihRQIP1ydeOA,Chinese,35,3
1,0.057310767,QLbWZMiqzV6zTPXS3nuzjg,Mexican,35,3
1,0.075131662,aKweUFx_E1KR4DoXIzcPxA,France,35,3
1,0.018743817,vPbJRg5umcRMELTDsJik_A,Chinese,36,3
1,0.018743817,wxUTM-FkpCvnoTGJfSXkWg,Chinese,36,3
1,0.0187738,5dzFMuClH9CDvfaUuIKWeg,Chinese,37,3
1,0.024928406,798HhKoa1nje64gC2-FceQ,Korean,37,3
1,0.018803846,YoGcGxo9JxE7NtmMtPaNng,Chinese,38,3
1,0.024968052,y_Uq4FjrfHULw180ZRF6ZQ,Korean,38,3
1,0.075471982,r7UWv9oggvQzu-_12dms3g,France,38,3
1,0.0758138,7qs5v182p5SnxmGgffkhLw,France,41,3
1,0.019015448,yVDNPV0Yf3vQAsXTJett1g,Chinese,45,3
1,0.058197472,L3ekOOsyK_HfFrf5MzQA_w,Mexican,45,3
1,0.019045856,c9I4-T9wTlMmJEHb4obEdQ,Chinese,46,3
1,0.019045856,LhBZsjkb6aKdLIq9w9_J2w,Chinese,46,3
1,0.019045856,jY24wzoHi-DSHYSybWao7w,Chinese,46,3
1,0.019045856,J2ks4DGmJ286xUI8WzlYeg,Chinese,46,3
1,0.058286868,bO8x1Xvtyj4_gUxtX-sjrA,Mexican,46,3
1,0.058376346,qS15lSSIChNKBECO7uCi2g,Mexican,47,3
1,0.019106835,KhxFHJ2sp_1q2Whuxx6j9A,Chinese,48,3
1,0.019137405,hQ1WItXONlYKd3yzDUPBYQ,Chinese,49,3
1,0.019137405,KUW8hx5kinOT_XJj3ttCDQ,Chinese,49,3
1,0.019137405,F2KRHRtnIAZJezs9UC2u6w,Chinese,49,3
1,0.058555726,_XPusO4eMV3L9TiD38I4gw,Mexican,49,3
1,0.025408126,oKd02vbJ5jvseMR8YdsG9w,Korean,49,3
1,0.019229384,00J0yKkOuOxMhqt-Dg9daw,Chinese,52,3
1,0.019229384,fcIIwhu8x2w1eWy3SYNwGA,Chinese,52,3
1,0.025529459,Bt4SII8FWQaldRH8s90Czw,Korean,52,3
1,0.025529459,fcIIwhu8x2w1eWy3SYNwGA,Korean,52,3
1,0.019260129,51DwJDP5TOlsCQYc0GQdVQ,Chinese,53,3
1,0.058916099,_CAIoE3fcwkuxQjnTi4e1w,Mexican,53,3
1,0.059006475,IwCABldBA_oOg6S2LnAXYw,Mexican,54,3
1,0.033929083,2F-7XCoPS1mbdy9ioqWuqw,Italian,54,3
1,0.019321779,hWkbadE0u-Eiqg9SAm176Q,Chinese,55,3
1,0.044894904,UrUg6YdHU7JZcmO7W7Upqg,American,55,3
1,0.059097037,paogBWxBRdyByOGAkln8Lw,Mexican,55,3
1,0.019352686,PUwrkoUztUYs4VdHlK9qBg,Chinese,56,3
1,0.07754419,Xl84L6FNDvn7hyueRtLMrQ,France,56,3
1,0.019383622,XzMVQtnifzlFoq6Uj4795g,Chinese,57,3
1,0.019383622,XzMVQtnifzlFoq6Uj4795g,Chinese,57,3
1,0.059278503,b1YI5HyveAliyFh7Tuiszg,Mexican,57,3
1,0.019414626,98SsKXNs37ohAQERZbBPJg,Chinese,58,3
1,0.019414626,BwO0U9vXjf2xZUCRPKhunA,Chinese,58,3
1,0.01944568,01m-oqxaCifh0s0eU03bBg,Chinese,59,3
1,0.019476762,6uPtOyrxXV8y1y8pvLU2pA,Chinese,60,3
1,0.02585575,eZ2eaBKoeqaY7C-_ZbKgPg,Korean,60,3
1,0.019539094,9j5r0NlYKRkBTVvnAcUcwg,Chinese,62,3
1,0.019539094,rtucksGJ2MebjJ0PqjIPaw,Chinese,62,3
1,0.019539094,JRSAnPCs3jgiRVvE9j2S7g,Chinese,62,3
1,0.025937954,cFWq3mvmr4JJFNqtXBnrXg,Korean,62,3
1,0.059917752,#NAME?,Mexican,64,3
1,0.026020436,NDNdv06TUHhvQV1VYgrr3w,Korean,64,3
1,0.019632965,HM6cvh5A9LLBeb4Sca6fPA,Chinese,65,3
1,0.034575868,iUlNDgKCLJt7F9y5fw2NYA,Italian,66,3
1,0.078954384,ujQofiJn2e-s2qEAfueOFQ,France,68,3
1,0.02622769,UG7kwyd6j0TZ-D9I5La3PQ,Korean,69,3
1,0.07907299,EyCxoUgcQ6KGiI6bb8J7eg,France,69,3
1,0.019790394,cZ2Nkl7Z_sCvanOoruvxHQ,Chinese,70,3
1,0.079429708,vjfrlKNF482MaSh8Px_eLA,France,72,3
1,0.026478555,vuccqiNbe1nDqajthJR-KQ,Korean,75,3
1,0.019980932,ybQV8joopvU1_gG2RwLRog,Chinese,76,3
1,0.061028659,EzKvmyYk-7xQZ47Me-NDwg,Mexican,76,3
1,0.035179175,MlboKouxmGPxV2swgCh2AQ,Italian,77,3
1,0.026562685,aoYDuvipcT_XGAM5ckFJnA,Korean,77,3
1,0.020108972,D-PPbfPcCNyKs7w0J4tMvQ,Chinese,80,3
1,0.026689382,wK19oQSdTF6lGKsjr9fJ-A,Korean,80,3
1,0.020173283,WgQkB7cbPNgj0pLin7gQtw,Chinese,82,3
1,0.020205507,pmJqb7-EckluXUk6Rtml6A,Chinese,83,3
1,0.061874442,wflQFYM4PHZM5sfWXl0aOQ,Mexican,85,3
1,0.026901817,I4Z8vyaZjbD2aS5xoMeF8Q,Korean,85,3
1,0.080992416,hACKNjPXwu4uyE4HzQ0-ng,France,85,3
1,0.026944516,YxCLC_Jv5svNgfJdwu9rJg,Korean,86,3
1,0.026987281,#NAME?,Korean,87,3
1,0.027030086,ufBkr8JaT5rP-ndrGydasg,Korean,88,3
1,0.081357032,NX40H5_4n_zKasDmDHEu3A,France,88,3
1,0.047404725,OtHJp8-Nw1rtoKdzkoVPxQ,American,90,3
1,0.062444333,A0nCLU0qBly0AUm-pvgNXw,Mexican,91,3
1,0.081845455,r8xUi5Xy-Z9N3RIIBpjRPQ,France,92,3
1,0.027245181,6-0Et7i2R2nKTpPpevYo1Q,Korean,93,3
1,0.020563407,GJZnf3B-ADjlCV1NXsHvGQ,Chinese,94,3
1,0.020596258,VEjkxniAlG35cR3pjHvF-A,Chinese,95,3
1,0.036302175,ipoJv9uuT3WgjeVozKUx8A,Italian,97,3
1,0.082459785,zOTRYxeyHl1vRMyDkzGqog,France,97,3
1,0.06311544,0mUqijlzmRllplcM57sQeg,Mexican,98,3
1,0.082583107,Gb8-qn-E0g-jOPnwJSelUg,France,98,3
1,0.06330841,fApsIHYpJJ7JI2AM0TSHvw,Mexican,100,3
1,0.027549107,0Zjp3JcxwNijCBWEKd7Nyg,Korean,100,3
1,0.063405126,G8JRGtO-S-zHbDZCmIK0gQ,Mexican,101,3
1,0.027592778,87C1A7TyutLNCZxBPCdWsQ,Korean,101,3
1,0.08307831,vGPfnRdwOdcghhlO1bkuTA,France,102,3
1,0.048370518,y2w0RvjJUThEx-snF7PdXg,American,103,3
1,0.063598923,y2w0RvjJUThEx-snF7PdXg,Mexican,103,3
1,0.063598923,MRF4bNFPAyHe2rMS1yZobg,Mexican,103,3
1,0.083326884,Ih7hLJl-UiGSrBEI3A12gA,France,104,3
1,0.027856328,I9nt0X_e_MlOz_rUwFt_Fg,Korean,107,3
1,0.021027911,ItZ8CzZAGXGjB8_9HxDIXg,Chinese,108,3
1,0.036992464,C0BDERmHvzTKYA7fghZW-A,Italian,109,3
1,0.021095099,5rX_7IkvFx5MKqS3ikQe3Q,Chinese,110,3
1,0.037167009,CjahRm-rdwS8IqGR-M0Dyg,Italian,112,3
1,0.084327951,GBJOu9Rk4JqqWjB8ddYudw,France,112,3
1,0.064674713,nBQX8KJy0jBeDQhX8LlYFQ,Mexican,114,3
1,0.021263998,hdiQrGDT8enOzpxaipBzNA,Chinese,115,3
1,0.021331923,kYJbGSjyXocbRrgMV-zExg,Chinese,117,3
1,0.065169312,Fj9ZANHw4gVd1W7UljnTFw,Mexican,119,3
1,0.065268673,9qOUxAQD6Tasr9TVUlSvdg,Mexican,120,3
1,0.085340001,eyxRfdmKdGAYR01s0V7Wrg,France,120,3
1,0.021468433,XoxEVVf5Ci8nibQ-Q4P0nQ,Chinese,121,3
1,0.021640254,dSaMEWm0EQTG4TOeUetU5w,Chinese,126,3
1,0.021640254,dSaMEWm0EQTG4TOeUetU5w,Chinese,126,3
1,0.050125085,UUIKdOylovTfXGvvKTN_yQ,American,126,3
1,0.086106196,UUIKdOylovTfXGvvKTN_yQ,France,126,3
1,0.028798081,7HJrtpB0mo8tndvxOkN31w,Korean,128,3
1,0.06647177,AABqAsYdRI9gSyU1gStdxg,Mexican,132,3
1,0.021952922,rJeh77RIvtmISisvVoy6TA,Chinese,135,3
1,0.038531642,9GPRbrLHvPmLScQVw7L3KA,Italian,135,3
1,0.022270003,WRRs3smfm6rHP5k4Slzr3w,Chinese,144,3
1,0.022412356,xOL2SC34gdhKHSbyaDz9BA,Chinese,148,3
1,0.022448095,7hh2eP4HVkyjtpcqeITk3Q,Chinese,149,3
1,0.022448095,gQ6DNeLNWQV-zwWyuFeBpg,Chinese,149,3
1,0.022448095,3TMP2pncE-0LwoDukbaqlg,Chinese,149,3
1,0.039385706,M358G7jMg0yn2nBB-v1O2Q,Italian,149,3
1,0.022555599,MYPes7EWP5aLiVG1Z_9eFQ,Chinese,152,3
1,0.039757252,uy9JPyjgthV64RCJN-EyAw,Italian,155,3
1,0.022699757,rK9XW6F5Hk6IZT1oJAFwtA,Chinese,156,3
1,0.02273592,N_5VwtCoXPhHdlz1JQbIoQ,Chinese,157,3
1,0.069254369,hlc6c-3N_rOvO_XwOGEYRw,Mexican,159,3
1,0.069254369,aidZpXrufp3t-cV1tMTzOQ,Mexican,159,3
1,0.022990733,OfqANzeWRlZrdHQuG7pI0w,Chinese,164,3
1,0.030533034,yono7ZJcU1KiqfC-xUMaIA,Korean,165,3
1,0.03062964,h8vOeyK0ubtWS75B1McYxQ,Korean,167,3
1,0.070418626,JawLtusDowdY5HVeInaYxQ,Mexican,170,3
1,0.070525393,EU7d7_D9cQuSWL1iFvFz0A,Mexican,171,3
1,0.023285372,_VWpp7qBwJTAEwc4U2QX8Q,Chinese,172,3
1,0.041084342,PntYFpmgQjAuccjszMFbBw,Italian,176,3
1,0.023471367,YIYetgfNE34G8JhQu98XQw,Chinese,177,3
1,0.023621235,dTZ-q8CwEDo9iVKM0tydnQ,Chinese,181,3
1,0.041471258,lmuX1DybRvpt9LDMHUuKAA,Italian,182,3
1,0.023999948,lt3Leywt1pzy23OzDqYRVA,Chinese,191,3
1,0.024076421,bSi2f2TaOr4RVTI5eFt0wQ,Chinese,193,3
1,0.031963207,pehKHPaU7Zgqf5SQ0MZmLA,Korean,194,3
1,0.042321499,z5-TEI72RVwwtWG4CEggLw,Italian,195,3
1,0.073353454,EZHEA7QR_9WFeCJhbjK73Q,Mexican,197,3
1,0.024423407,GzY2EjCmGNgvRd7IE20fTA,Chinese,202,3
1,0.024423407,GzY2EjCmGNgvRd7IE20fTA,Chinese,202,3
1,0.032369025,GzY2EjCmGNgvRd7IE20fTA,Korean,202,3
1,0.024462249,Dj0jblwuWTftL1D7_Kun6Q,Chinese,203,3
1,0.032573782,vvQHpQoK8bADWD8rxktKqA,Korean,206,3
1,0.074581116,Cn0aZzeIrulN6N4OF7eMdQ,Mexican,208,3
1,0.075032249,xIi-TO8iDQCy1ZSHe11_Zw,Mexican,212,3
1,0.057852093,8l4l9r4-K5TYq_i0mP69bg,American,219,3
1,0.076056384,4Fe6J1brxdVHdhFW1iKUlQ,Mexican,221,3
1,0.033458091,j9tAoiEsgSS85QV04pY3lQ,Korean,223,3
1,0.025292242,bRCNOrmz5S7q064UmIiZqw,Chinese,224,3
1,0.033669498,3dcM10jqcuVftp7nn_HE0g,Korean,227,3
1,0.033775683,WbZhH2j8i3GhNsOsviM1VQ,Korean,229,3
1,0.0341499,J85NKgA4tOgBAoqxu0vBNw,Korean,236,3
1,0.045183755,1qotQS-eDg6_TdBU0cQiPg,Italian,237,3
1,0.034203701,er9ZbwbNiJtb25c0ogCRdA,Korean,237,3
1,0.059654113,lGe2NRqJbEhf1dA0zo-qBw,American,239,3
1,0.078143202,HwDu45zV90Wmprn6sPttCQ,Mexican,239,3
1,0.078378268,eTWPn3e-BVBAjXKLDlB84A,Mexican,241,3
1,0.078968816,JzUg9hbxpAbyvs0JzbFruA,Mexican,246,3
1,0.026274424,MXYtu8-0eNkW6L4firJfcw,Chinese,248,3
1,0.045963343,nvisU3jrXgA7xL5nEt3iXA,Italian,248,3
1,0.034800746,MXYtu8-0eNkW6L4firJfcw,Korean,248,3
1,0.046106454,laQ3UStO-W9fkSaM2Y4eLw,Italian,250,3
1,0.103543691,aixlpNVteSFpBS9o_HUsNQ,France,251,3
1,0.060946684,VgN7z58EIHmxZ-l73WOz7w,American,253,3
1,0.103846572,VgN7z58EIHmxZ-l73WOz7w,France,253,3
1,0.103846572,M-sTctogJErjLmoLiuyb4w,France,253,3
1,0.026525697,ye-TSU-mu1Gd5TAJOpI5Mg,Chinese,254,3
1,0.08052332,aStZY21Qmtzm1IS8y1_81g,Mexican,259,3
1,0.080643997,fTyE8UGWb_4Q05fd_H6YPg,Mexican,260,3
1,0.026821818,bK-Y2zCIMolqRDHsaYUCWA,Chinese,261,3
1,0.035575174,KvLrI20Abz6F9WzAIHmyWQ,Korean,262,3
1,0.081371851,FXujAErHSdxReiteMx0gxA,Mexican,266,3
1,0.047487348,Z22s9SoQOndAey4_SULrvA,Italian,269,3
1,0.035968587,2txI-FAVf7q0SHNPcnjm7Q,Korean,269,3
1,0.027250441,Ece_DRuD1yQjRPJBAebRpw,Chinese,271,3
1,0.081982873,HjffHJTq9BvZrv0NV7dUgw,Mexican,271,3
1,0.036081754,Ece_DRuD1yQjRPJBAebRpw,Korean,271,3
1,0.02729365,Qwd4Tv-CqgO2Yl9zZgkKOQ,Chinese,272,3
1,0.107074402,zV5u8sr2u9x_oxq7BNuKKw,France,274,3
1,0.083841294,Y1dM7kSfq7PoB7NrDQFpdQ,Mexican,286,3
1,0.084343269,rPTtQ-FO_F9tMJDl3m50Bg,Mexican,290,3
1,0.049902245,GOEBF8Odq1SPdz4PWJx6PQ,Italian,301,3
1,0.049902245,gU6_qALmeWysg2YXMzMrtw,Italian,301,3
1,0.038118575,DgHEzcSBotbfxW-IJPAMuQ,Korean,306,3
1,0.0867652,UAEQ0J9QmAJWv3vL5HEmeg,Mexican,309,3
1,0.028986508,2lJwfmyRKO8zFz5Xuiw11w,Chinese,310,3
1,0.029124418,zYoL-o9YJpGTwJ-Gmj8AFA,Chinese,313,3
1,0.051709358,geTFpY84Tp-nVTXflnxtDA,Italian,324,3
1,0.06801714,R9XDds0a1_jip3glIdlQsg,American,325,3
1,0.051869377,ywP0OEqRC6sp4NK1-QhW-g,Italian,326,3
1,0.089117505,vHzWvZYbkoHY_071J-lPRw,Mexican,327,3
